0.0030;-0.0250;0.4529;0.5614
0.0050;-0.0109;0.4500;0.5741
0.0100;-0.0109;0.4500;0.5741
0.0120;-0.0050;0.4539;0.6044
0.0170;-0.0050;0.4539;0.6044
0.0280;-0.0094;0.4554;0.6484
0.0290;-0.0094;0.4554;0.6484
0.0330;-0.0241;0.4637;0.6821
0.0380;-0.0241;0.4637;0.6821
0.0550;-0.0353;0.4666;0.7334
0.0560;-0.0353;0.4666;0.7334
0.0580;-0.0343;0.4744;0.7793
0.0590;-0.0343;0.4744;0.7793
0.0650;-0.0402;0.4793;0.8067
0.0670;-0.0402;0.4793;0.8067
0.0730;-0.0387;0.4842;0.8262
0.0780;-0.0387;0.4842;0.8262
0.0870;-0.0441;0.4964;0.8497
0.0890;-0.0441;0.4964;0.8497
0.1000;-0.0461;0.5155;0.8487
0.1010;-0.0461;0.5155;0.8487
0.1020;-0.0441;0.5399;0.8507
0.1160;-0.0441;0.5399;0.8507
0.1170;-0.0426;0.5727;0.8497
0.1180;-0.0426;0.5727;0.8497
0.1330;-0.0470;0.6034;0.8443
0.1340;-0.0558;0.6259;0.8389
0.1350;-0.0558;0.6259;0.8389
0.1410;-0.0822;0.6503;0.8482
0.1440;-0.0822;0.6503;0.8482
0.1470;-0.0983;0.6723;0.8780
0.1520;-0.0983;0.6723;0.8780
0.1710;-0.1184;0.6762;0.9020
0.1730;-0.1184;0.6762;0.9020
0.1740;-0.1399;0.6963;0.8873
0.1750;-0.1399;0.6963;0.8873
0.1790;-0.1350;0.6992;0.9049
0.1830;-0.1350;0.6992;0.9049
0.1910;-0.1491;0.7417;0.7764
0.1930;-0.1491;0.7417;0.7764
0.1980;-0.1316;0.7407;0.9381
0.2030;-0.1316;0.7407;0.9381
0.2150;-0.0866;0.7823;0.9626
0.2160;-0.0866;0.7823;0.9626
0.2170;-0.0930;0.7832;0.9416
0.2240;-0.0930;0.7832;0.9416
0.2270;-0.1316;0.7652;0.9323
0.2370;-0.1316;0.7652;0.9323
0.2400;-0.0822;0.7681;0.9533
0.2500;-0.0822;0.7681;0.9533
0.2510;-0.1286;0.7222;0.9626
0.2530;-0.1286;0.7222;0.9626
0.2590;-0.1760;0.6381;1.0393
0.2630;-0.1760;0.6381;1.0393
0.2680;-0.2293;0.5380;1.1722
0.2750;-0.2293;0.5380;1.1722
0.2770;-0.2449;0.4378;1.3398
0.2830;-0.2449;0.4378;1.3398
0.2880;-0.2244;0.3660;1.4595
0.2930;-0.2244;0.3660;1.4595
0.2980;-0.2014;0.3034;1.5362
0.3040;-0.2029;0.2482;1.5650
0.3150;-0.2029;0.2482;1.5650
0.3170;-0.1780;0.2238;1.5518
0.3180;-0.1780;0.2238;1.5518
0.3240;-0.1394;0.2150;1.5039
0.3270;-0.1394;0.2150;1.5039
0.3340;-0.0998;0.2380;1.3896
0.3470;-0.0998;0.2380;1.3896
0.3490;-0.0827;0.2746;1.2836
0.3500;-0.0827;0.2746;1.2836
0.3520;-0.0930;0.2824;1.2049
0.3630;-0.0930;0.2824;1.2049
0.3640;-0.0744;0.3108;1.1380
0.3670;-0.0744;0.3108;1.1380
0.3750;-0.1135;0.3191;1.0681
0.3770;-0.1135;0.3191;1.0681
0.3830;-0.1726;0.3088;1.0207
0.3890;-0.1726;0.3088;1.0207
0.3930;-0.2102;0.3083;0.9508
0.3980;-0.2102;0.3083;0.9508
0.4030;-0.2371;0.3122;0.8668
0.4160;-0.2371;0.3122;0.8668
0.4180;-0.2728;0.2888;0.8414
0.4190;-0.2728;0.2888;0.8414
0.4300;-0.2552;0.3010;0.6743
0.4310;-0.2552;0.3010;0.6743
0.4330;-0.2283;0.2990;0.6244
0.4380;-0.2283;0.2990;0.6244
0.4510;-0.1892;0.2878;0.5731
0.4530;-0.1892;0.2878;0.5731
0.4540;-0.1438;0.2878;0.5497
0.4600;-0.1438;0.2878;0.5497
0.4630;-0.1130;0.2692;0.5727
0.4680;-0.1130;0.2692;0.5727
0.4830;-0.0246;0.2951;0.4984
0.4850;0.0302;0.2824;0.4994
0.4860;0.0302;0.2824;0.4994
0.4890;0.0399;0.2673;0.5614
0.5000;0.0399;0.2673;0.5614
0.5150;0.0336;0.2595;0.5849
0.5180;0.0336;0.2595;0.5849
0.5200;0.0517;0.2702;0.5922
0.5220;0.0517;0.2702;0.5922
0.5240;0.0610;0.2614;0.6865
0.5260;0.0610;0.2614;0.6865
0.5390;0.1054;0.3156;0.5942
0.5400;0.1054;0.3156;0.5942
0.5440;0.1323;0.3533;0.5609
0.5450;0.1323;0.3533;0.5609
0.5480;0.1470;0.3586;0.5130
0.5530;0.1470;0.3586;0.5130
0.5590;0.1812;0.3704;0.4979
0.5650;0.1812;0.3704;0.4979
0.5680;0.1777;0.4051;0.5111
0.5920;0.1777;0.4051;0.5111
0.5950;0.1284;0.4544;0.5722
0.5960;0.1284;0.4544;0.5722
0.5980;0.0771;0.4520;0.5951
0.6000;0.0771;0.4520;0.5951
0.6020;0.0961;0.4349;0.6225
0.6040;0.0961;0.4349;0.6225
0.6090;0.0952;0.4173;0.6797
0.6130;0.0952;0.4173;0.6797
0.6190;0.1186;0.4539;0.6992
0.6340;0.1186;0.4539;0.6992
0.6350;0.1137;0.4876;0.7661
0.6360;0.1137;0.4876;0.7661
0.6380;0.1391;0.5018;0.8204
0.6450;0.1435;0.5150;0.8624
0.6480;0.1435;0.5150;0.8624
0.6530;0.1758;0.5424;0.8888
0.6700;0.1758;0.5424;0.8888
0.6730;0.1826;0.5399;0.9240
0.6780;0.1826;0.5399;0.9240
0.6790;0.1450;0.4876;0.9997
0.6810;0.1450;0.4876;0.9997
0.6840;0.1470;0.4769;0.9963
0.6880;0.1470;0.4769;0.9963
0.6930;0.1445;0.4813;0.9958
0.6980;0.1445;0.4813;0.9958
0.7030;0.1382;0.4803;1.0285
0.7230;0.1382;0.4803;1.0285
0.7250;0.1484;0.4842;1.0407
0.7260;0.1484;0.4842;1.0407
0.7280;0.1460;0.4808;1.0818
0.7290;0.1460;0.4808;1.0818
0.7330;0.1460;0.4676;1.1248
0.7380;0.1460;0.4676;1.1248
0.7440;0.1416;0.4642;1.1512
0.7490;0.1416;0.4642;1.1512
0.7530;0.1435;0.4622;1.1736
0.7590;0.1435;0.4622;1.1736
0.7630;0.1294;0.4583;1.1776
0.7680;0.1294;0.4583;1.1776
0.7760;0.0986;0.4500;1.1907
0.7790;0.0986;0.4500;1.1907
0.7830;0.0487;0.4398;1.2176
0.7880;0.0487;0.4398;1.2176
0.7930;-0.0016;0.4065;1.2523
0.7990;-0.0016;0.4065;1.2523
0.8030;0.0053;0.4451;1.2074
0.8200;0.0053;0.4451;1.2074
0.8220;0.0082;0.4906;1.2030
0.8240;0.0233;0.5179;1.2137
0.8250;0.0233;0.5179;1.2137
0.8280;0.0649;0.5731;1.2577
0.8460;0.0649;0.5731;1.2577
0.8470;0.1132;0.6318;1.2816
0.8480;0.1132;0.6318;1.2816
0.8490;0.0478;0.5145;1.3144
0.8530;0.0478;0.5145;1.3144
0.8600;-0.0241;0.3924;1.3642
0.8640;-0.0241;0.3924;1.3642
0.8680;-0.0031;0.3875;1.4009
0.8730;-0.0031;0.3875;1.4009
0.8780;0.0214;0.3440;1.4546
0.8830;0.0214;0.3440;1.4546
0.8880;0.0580;0.3298;1.4497
0.8930;0.0580;0.3298;1.4497
0.8980;0.0746;0.3337;1.3886
0.9030;0.0746;0.3337;1.3886
0.9200;0.0859;0.3415;1.3232
0.9210;0.0859;0.3415;1.3232
0.9220;0.0859;0.3562;1.2577
0.9450;0.0859;0.3562;1.2577
0.9460;0.0717;0.3772;1.1907
0.9480;0.0717;0.3772;1.1907
0.9490;0.0556;0.3792;1.1614
0.9500;0.0556;0.3792;1.1614
0.9510;0.0297;0.3840;1.1531
0.9530;0.0297;0.3840;1.1531
0.9600;0.0184;0.3831;1.1365
0.9630;0.0184;0.3831;1.1365
0.9680;0.0155;0.3699;1.1057
0.9760;0.0155;0.3699;1.1057
0.9790;-0.0387;0.3547;1.1365
0.9840;-0.0387;0.3547;1.1365
0.9880;-0.0798;0.3230;1.0979
0.9940;-0.0925;0.3025;1.0916
1.0140;-0.0925;0.3025;1.0916
1.0160;-0.0788;0.2795;1.0813
1.0250;-0.0788;0.2795;1.0813
1.0260;-0.0597;0.2717;1.0442
1.0280;-0.0597;0.2717;1.0442
1.0290;-0.0783;0.2834;0.9831
1.0300;-0.0783;0.2834;0.9831
1.0450;-0.0969;0.2927;0.9543
1.0470;-0.0969;0.2927;0.9543
1.0490;-0.1018;0.2805;0.8653
1.0500;-0.1018;0.2805;0.8653
1.0570;-0.0974;0.2790;0.7876
1.0580;-0.0974;0.2790;0.7876
1.0720;-0.1203;0.2634;0.7471
1.0740;-0.1203;0.2634;0.7471
1.0750;-0.1105;0.2643;0.7129
1.0890;-0.1105;0.2643;0.7129
1.0920;-0.0685;0.2697;0.6718
1.0940;-0.0685;0.2697;0.6718
1.0950;-0.0583;0.2702;0.6479
1.0980;-0.0583;0.2702;0.6479
1.1040;-0.0617;0.2648;0.6215
1.1260;-0.0617;0.2648;0.6215
1.1280;-0.0666;0.2648;0.6098
1.1290;-0.0666;0.2648;0.6098
1.1310;-0.0656;0.2937;0.5961
1.1320;-0.0656;0.2937;0.5961
1.1340;-0.0588;0.2990;0.6200
1.1510;-0.0588;0.2990;0.6200
1.1530;-0.0666;0.2956;0.6748
1.1540;-0.0666;0.2956;0.6748
1.1550;-0.0465;0.3196;0.5976
1.1610;-0.0221;0.3337;0.5731
1.1640;-0.0221;0.3337;0.5731
1.1680;0.0062;0.3523;0.5482
1.1730;0.0062;0.3523;0.5482
1.1790;0.0380;0.3753;0.5829
1.1830;0.0380;0.3753;0.5829
1.1880;0.0536;0.3811;0.5932
1.1930;0.0536;0.3811;0.5932
1.1980;0.1044;0.3728;0.5986
1.2030;0.1044;0.3728;0.5986
1.2150;0.1914;0.3371;0.6494
1.2170;0.1914;0.3371;0.6494
1.2180;0.1875;0.3464;0.6806
1.2460;0.1875;0.3464;0.6806
1.2470;0.1074;0.3860;0.7100
1.2480;0.1074;0.3860;0.7100
1.2490;-0.0133;0.4090;0.8209
1.2510;-0.0133;0.4090;0.8209
1.2520;-0.0974;0.4002;0.9049
1.2530;-0.0974;0.4002;0.9049
1.2620;-0.1379;0.3713;0.9425
1.2640;-0.1379;0.3713;0.9425
1.2680;-0.0920;0.3376;0.9274
1.2730;-0.0920;0.3376;0.9274
1.2800;-0.0397;0.3450;0.9201
1.2840;-0.0397;0.3450;0.9201
1.2880;0.0067;0.3660;0.9376
1.2940;0.0067;0.3660;0.9376
1.2980;0.0282;0.3728;0.9811
1.3040;0.0282;0.3728;0.9811
1.3110;0.0546;0.3909;1.0266
1.3130;0.0546;0.3909;1.0266
1.3180;0.0634;0.4065;1.0315
1.3240;0.0634;0.4065;1.0315
1.3380;0.0507;0.4134;1.0241
1.3400;0.0507;0.4134;1.0241
1.3490;0.0336;0.3943;1.0100
1.3500;0.0512;0.4280;1.0266
